CDR^C,14.0,-0.001,0.0,57,4575.0,5,62,0.0,Missing Data
CDROW,0.992,12.09,44760980.0,34,5201.0,1,134,0.0,Missing Data
CDTTW,0.0151,-24.5,1553004.0,57,11906.0,6,19,2.0,Missing Data
CEADW,0.0091,-18.018,7203.0,57,5857.0,7,68,0.0,Missing Data
CELUW,0.0182,-9.0,400120.0,57,16220.0,6,19,5.0,Missing Data
CEROW,0.011,0.0,1653438.0,57,70.0,6,14,3.0,Missing Data
CFFSW,0.07,0.0,0.0,57,10.0,4,20,2.0,Missing Data
CFG^E,20.8795,-0.574,0.0,57,31262.0,5,62,0.0,Missing Data
CFG^H,27.14,-0.221,0.0,57,17650.0,5,62,0.0,Missing Data
CFR^B,18.9,-1.099,0.0,57,16921.0,5,62,0.0,Missing Data
CGABL,19.15,-1.034,6849596148.0,57,6190.0,4,72,0.0,Missing Data
CGBDL,25.48,-0.078,1295618710.0,57,10239.0,5,62,0.0,Missing Data
CGBSW,0.0276,-21.143,1903831.0,31,17791.0,12,99,0.0,Missing Data
CGTL,4.45,20.596,94562500.0,10,659105.0,10,131,0.0,Missing Data
CHAR,9.9099,0.1,0.0,57,1085278.0,5,62,0.0,Missing Data
CHARR,0.14,0.0,0.0,57,1348754.0,5,62,0.0,Missing Data
CHARU,10.0208,-0.142,0.0,57,100.0,5,62,0.0,Missing Data
CHEB,10.05,0.0,0.0,18,72667.0,5,62,0.0,Missing Data
CHMI^A,22.1291,-0.139,0.0,18,3835.0,5,62,0.0,Missing Data
CHMI^B,23.86,0.084,0.0,18,4043.0,5,62,0.0,Missing Data
CIFRW,2.01,-3.828,699090307.0,57,18925.0,4,57,4.0,Missing Data
CIM^A,23.5,-0.212,0.0,57,12939.0,5,62,0.0,Missing Data
CIM^B,25.0069,0.148,0.0,57,23656.0,5,62,0.0,Missing Data
CIM^C,23.33,-0.214,0.0,57,25619.0,5,62,0.0,Missing Data
CIM^D,24.71,-0.162,0.0,57,32401.0,5,62,0.0,Missing Data
CIMN,25.13,0.12,2023736390.0,57,10409.0,9,125,0.0,Missing Data
CINGW,0.0485,0.207,155793.0,57,1900.0,6,19,3.0,Missing Data
CIO^A,19.6,-0.86,0.0,7,7755.0,5,62,0.0,Missing Data
CITEW,0.35,2.941,0.0,57,13627.0,4,20,2.0,Missing Data
CLBR,10.9399,2.147,0.0,18,334744.0,5,62,0.0,Missing Data
CLDT^A,23.5121,0.094,0.0,57,6911.0,5,62,0.0,Missing Data
CLIK,1.592,4.737,23880000.0,23,783462.0,1,43,0.0,Missing Data
CLNNW,0.0493,32.527,393400.0,57,150.0,6,19,0.0,Missing Data
CLPS,1.08,-0.917,30067923.0,10,4521.0,10,34,6.0,Missing Data
CLRCR,0.0442,-32.209,0.0,56,9592.0,4,20,2.0,Missing Data
CLSKW,1.18,-4.839,298700714.0,57,438462.0,5,62,0.0,Missing Data
CMPOW,5.17,-0.768,455637311.0,57,32336.0,4,57,4.0,Missing Data
CMRE^B,25.8998,0.0,0.0,21,30.0,5,62,0.0,Missing Data
CMRE^C,25.5514,-0.551,0.0,21,3022.0,5,62,0.0,Missing Data
CMRE^D,25.33,-0.158,0.0,21,17479.0,5,62,0.0,Missing Data
CMS^B,80.75,0.116,0.0,57,200.0,5,62,0.0,Missing Data
CMS^C,19.4203,-0.46,0.0,57,20624.0,5,62,0.0,Missing Data
CMSA,24.49,-0.481,7317241344.0,57,7238.0,12,114,6.0,Missing Data
CMSC,24.62,0.204,7356083376.0,57,8149.0,12,114,6.0,Missing Data
